,,,,Redraft,,,Dynasty,AAV,,Health Report,
Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T285,Evan Hull,ARI,RB,-,-,-,456.50,,,,
T285,Kareem Hunt,FA,RB,-,-,-,-,,7.00,,
T285,Jarquez Hunter,LAR,RB,-,-,-,371.10,,2.00,,
T285,Caleb Huntley,FA,RB,-,-,-,-,,,,
T285,Carlos Hyde,FA,RB,-,-,-,-,,,,
T285,Mohamed Ibrahim,FA,RB,-,-,-,-,,,,
T285,Godwin Igwebuike,FA,RB,-,-,-,-,,,,
T285,Keaontay Ingram,FA,RB,-,-,-,-,,,,
T285,Robert Henry,WAS,RB,-,-,-,330.20,,,,
T285,Khalil Herbert,SF,RB,-,-,-,-,,,,
T285,Brian Hill,FA,RB,-,-,-,-,,,,
220,Justice Hill,BAL,RB,263.53,-,-,314.10,1.94,5.33,,
T285,Nyheim Hines,FA,RB,-,-,-,-,,,,
245,George Holani,SEA,RB,305.43,-,-,344.40,1.26,,,
T285,Darnell Holland,FA,RB,-,-,-,-,,,,
T285,Travis Homer,PIT,RB,-,-,-,-,,,,
T285,Jordan Howard,FA,RB,-,-,-,-,,,,
T285,Logan Woodside,FA,QB,-,-,-,-,,,,
T285,Ben Wooldridge,FA,QB,-,-,-,-,,,,
T285,Ulysses Bentley,IND,RB,-,-,-,-,,,,
T285,B.J. Baylor,FA,RB,-,-,-,-,,,,
T285,Greg Bell,FA,RB,-,-,-,-,,,,
T285,Coleman Bennett,CHI,RB,-,-,-,-,,,,
181,Jaydon Blue,DAL,RB,202.20,-,-,206.70,,10.50,,
T285,Mike Boone,FA,RB,-,-,-,-,,,,
T285,Davon Booth,CLE,RB,-,-,-,443.00,,,,
T285,Max Borghi,FA,RB,-,-,-,-,,,,
T285,Isaiah Bowser,FA,RB,-,-,-,-,,,,
T285,Gary Brightwell,CIN,RB,-,-,-,-,,,,
T285,British Brooks,HOU,RB,-,-,-,-,,,,
251,Chris Brooks,GB,RB,310.91,-,-,349.50,1.70,5.00,NFI-A,Hamstring
T285,Julius Chestnut,TEN,RB,-,-,-,-,,,,
T285,Nick Chubb,FA,RB,-,-,-,-,,25.00,,
T285,Demond Claiborne,MIN,RB,-,-,35.00,204.90,3.01,2.88,,
T285,Corey Clement,FA,RB,-,-,-,-,,,,
T285,Toriano Clinton,FA,RB,-,-,-,-,,,,
T285,Tarik Cohen,FA,RB,-,-,-,-,,,,
T285,Matt Colburn,FA,RB,-,-,-,-,,,,
T285,Leddie Brown,FA,RB,-,-,-,-,,,,
T285,Malcolm Brown,FA,RB,-,-,-,-,,,,
T285,Kentrel Bullock,CIN,RB,-,-,-,-,,,,
T285,Rex Burkhead,FA,RB,-,-,-,-,,,,
T285,James Butler,FA,RB,-,-,-,-,,,,
T285,Josh Caldwell,FA,RB,-,-,-,-,,,,
T285,Kadarius Calloway,TB,RB,-,-,-,-,,,,
T285,Trenton Cannon,FA,RB,-,-,-,-,,,,
T285,Michael Carter,TEN,RB,-,-,-,-,,6.33,,
T285,Nathan Carter,ATL,RB,-,-,-,-,,,,
T285,Anderson Castle,IND,RB,-,-,-,-,,,,
T285,Ty Chandler,NO,RB,-,-,-,-,,18.00,,
T285,Russell Wilson,FA,QB,-,-,-,-,,5.00,,
T285,Zach Wilson,NO,QB,-,-,-,-,,,,
T285,Dresser Winn,FA,QB,-,-,-,-,,,,
T285,Jameis Winston,NYG,QB,-,-,-,-,,7.25,,
T285,Peter Pujals,FA,QB,-,-,-,-,,,,
T285,Hajj-Malik Williams,FA,QB,-,-,-,-,,,,
T285,E.J. Warner,FA,QB,-,-,-,-,,,,
T285,Deshaun Watson,CLE,QB,-,-,-,376.00,2.39,2.67,,
T285,Carson Wentz,MIN,QB,-,-,-,-,,5.00,,
T285,Mike White,FA,QB,-,-,-,-,,,,
T285,Jamie Newman,FA,QB,-,-,-,-,,,,
T285,Marcus Mariota,WAS,QB,-,-,-,-,,6.83,,
T285,Adrian Martinez,SF,QB,-,-,-,-,,,,
T285,Bailey Zappe,NYJ,QB,-,-,-,-,,,,
T285,Israel Abanikanda,DAL,RB,-,-,-,-,,,,
T285,Ameer Abdullah,JAX,RB,-,-,-,-,,,,
T285,Khalid Abdullah,FA,RB,-,-,-,-,,,,
T285,Salvon Ahmed,CHI,RB,-,-,-,-,,,,
T285,Cam Akers,FA,RB,-,-,-,-,,5.00,,
T285,Rasheen Ali,BAL,RB,-,-,-,-,,,,
T285,Kaytron Allen,WAS,RB,-,-,28.15,179.70,6.85,4.03,,
T285,Kazmeir Allen,FA,RB,-,-,-,-,,,,
238,LeQuint Allen,JAX,RB,297.77,-,-,277.30,,5.00,,
T285,Sherman Badie,FA,RB,-,-,-,-,,,,
T285,Tyler Badie,DEN,RB,-,-,-,-,,5.00,,
T285,Emani Bailey,FA,RB,-,-,-,-,,,,
T285,Kalen Ballage,FA,RB,-,-,-,-,,,,
T285,Damon Bankston,NYG,RB,-,-,-,-,,,,
T285,Peyton Barber,FA,RB,-,-,-,-,,,,
T285,Tyrion Davis-Price,FA,RB,-,-,-,-,,,,
T285,Synjyn Days,FA,RB,-,-,-,-,,,,
215,Emari Demercado,KC,RB,259.46,-,-,374.00,1.67,6.00,,
T285,Greg Desrosiers,LAC,RB,-,-,-,-,,,,
T285,AJ Dillon,CAR,RB,-,-,-,-,,5.00,,
T285,DeeJay Dallas,JAX,RB,-,-,-,-,,,,
254,Isaiah Davis,NYJ,RB,316.30,-,-,318.00,,7.33,,
255,Malik Davis,DAL,RB,317.13,-,-,372.80,1.72,5.00,,
T285,Miles Davis,CAR,RB,-,-,-,-,,,,
T285,Kenyan Drake,FA,RB,-,-,-,-,,,,
T285,Mataeo Durant,FA,RB,-,-,-,-,,,,
T285,Trestan Ebner,FA,RB,-,-,-,-,,,,
T285,Chase Edmonds,FA,RB,-,-,-,-,,,,
T285,Donovan Edwards,MIA,RB,-,-,-,-,,,,
T285,Gus Edwards,FA,RB,-,-,-,-,,,,
T285,Clyde Edwards-Helaire,FA,RB,-,-,-,-,,,,
T285,Austin Ekeler,FA,RB,-,-,-,439.50,,12.00,,
T285,Ezekiel Elliott,FA,RB,-,-,-,-,,,,
T285,BJ Emmons,FA,RB,-,-,-,-,,,,
T285,Audric Estime,NO,RB,-,-,-,-,,7.33,,
T285,Kaelon Black,SF,RB,-,-,37.85,202.70,2.29,,Ques,Thigh
T285,Raheem Blackshear,FA,RB,-,-,-,-,,,,
T285,Chris Collier,LV,RB,-,-,-,-,,,IR,Undisclosed
T285,Kennedy Brooks,FA,RB,-,-,-,-,,,,
T285,Tahj Brooks,CIN,RB,-,-,-,377.30,,5.50,,
T285,Tony Brooks-James,FA,RB,-,-,-,-,,,,
T285,Brittain Brown,CHI,RB,-,-,-,-,,,,
T285,Snoop Conner,FA,RB,-,-,-,-,,,,
T285,Dean Connors,LAR,RB,-,-,-,440.00,,,,
T285,Dalvin Cook,FA,RB,-,-,-,-,,,,
T285,Damarea Crockett,FA,RB,-,-,-,-,,,,
T285,Jashaun Corbin,FA,RB,-,-,-,-,,,,
T285,Wayne Gallman,FA,RB,-,-,-,-,,,,
T285,Ja'Quan Gardner,FA,RB,-,-,-,-,,,,
T285,Myles Gaskin,FA,RB,-,-,-,-,,,,
T285,CJ Donaldson,NO,RB,-,-,-,380.30,,,,
T285,Elijah Dotson,FA,RB,-,-,-,-,,,,
T285,Hassan Hall,FA,RB,-,-,-,-,,,,
T285,Hassan Haskins,FA,RB,-,-,-,-,,10.00,,
T285,JaMycal Hasty,FA,RB,-,-,-,-,,,,
T285,Jamal Haynes,CIN,RB,-,-,-,-,,,,
T285,Eli Heidenreich,PIT,RB,-,-,44.33,262.70,1.73,,,
T285,Roman Hemby,LV,RB,-,-,-,325.60,,,,
T285,Darrell Henderson,FA,RB,-,-,-,-,,,,
T285,Anthony Hankerson,MIA,RB,-,-,-,-,,,,
T285,Deion Hankins,FA,RB,-,-,-,-,,,,
T285,TJ Harden,FA,RB,-,-,-,-,,,,
T285,JaQuan Hardy,FA,RB,-,-,-,-,,,,
T285,Kevin Harris,FA,RB,-,-,-,-,,,,
250,Najee Harris,FA,RB,310.48,-,-,322.50,,22.40,Ques,Achilles
T285,Trevor Etienne,CAR,RB,-,-,-,313.70,,7.00,,
T285,Darrynton Evans,FA,RB,-,-,-,-,,,,
T285,Tiyon Evans,FA,RB,-,-,-,-,,,,
T285,Zach Evans,FA,RB,-,-,-,-,,,,
T285,Tavien Feaster,FA,RB,-,-,-,-,,,,
T285,Tayon Fleet-Davis,FA,RB,-,-,-,-,,,,
267,Jerome Ford,WAS,RB,323.20,-,-,447.00,,10.33,,
T285,D'Onta Foreman,FA,RB,-,-,-,-,,,,
T285,Leonard Fournette,FA,RB,-,-,-,-,,,,
T285,Jake Funk,FA,RB,-,-,-,-,,,,
T285,Antonio Gibson,FA,RB,-,-,-,-,,5.00,Ques,Knee - ACL
273,DJ Giddens,IND,RB,324.17,-,-,222.00,,5.25,,
T285,Tyler Goodson,ATL,RB,-,-,-,-,,5.00,,
T285,Melvin Gordon,FA,RB,-,-,-,-,,,,
T242,Ollie Gordon,MIA,RB,304.40,-,-,206.30,,8.38,,
T285,Derrick Gore,FA,RB,-,-,-,-,,,,
T285,Frank Gore,BUF,RB,-,-,-,-,,,,
T285,Eric Gray,NYG,RB,-,-,-,-,,,,
269,Isaac Guerendo,SF,RB,323.49,-,-,-,,8.50,PUP-P,Pectoral
T285,Christian Kuntz,PIT,C,-,-,-,-,,,,
T285,Keith Abney,DET,CB,-,-,-,-,,,,
T285,Micah Abraham,FA,CB,-,-,-,-,,,,
T285,Kris Abrams-Draine,DEN,CB,-,-,-,-,,,,
T285,Paulson Adebo,NYG,CB,-,-,-,-,,,,
T285,Jaire Alexander,FA,CB,-,-,-,-,,,,
T285,Dee Alford,BUF,CB,-,-,-,-,,,,
T285,Marcus Allen,MIN,CB,-,-,-,-,,,,
T285,Trey Amos,WAS,CB,-,-,-,-,,,PUP-P,Lower Leg
T285,Prince Amukamara,FA,CB,-,-,-,-,,,,
T285,Chigozie Anusiem,LV,CB,-,-,-,-,,,,
T285,Eli Apple,FA,CB,-,-,-,-,,,,
T285,Jalyn Armour-Davis,FA,CB,-,-,-,-,,,Ques,Achilles
T285,Da'Veawn Armstead,MIN,CB,-,-,-,-,,,,
T285,Cornell Armstrong,FA,CB,-,-,-,-,,,Ques,Hamstring
T285,Damon Arnette,FA,CB,-,-,-,-,,,,
T285,Terrion Arnold,FA,CB,-,-,-,-,,,,
T285,Alex Austin,MIA,CB,-,-,-,-,,,,
T285,Brent Austin,DEN,CB,-,-,-,-,,,,
T285,Tre Avery,CLE,CB,-,-,-,-,,,,
T285,Chidobe Awuzie,BAL,CB,-,-,-,-,,,,
T285,Johnson Bademosi,FA,CB,-,-,-,-,,,,
T285,Darrell Baker,MIA,CB,-,-,-,-,,,PUP-P,Undisclosed
T285,Johnathan Baldwin,GB,CB,-,-,-,-,,,,
T285,Corey Ballentine,JAX,CB,-,-,-,-,,,,
T285,Mory Bamba,NYJ,CB,-,-,-,-,,,,
T285,Deonte Banks,NYG,CB,-,-,-,-,,,,
T285,Jahdae Barron,DEN,CB,-,-,-,-,,,,
T285,Shemar Bartholomew,GB,CB,-,-,-,-,,,,
T285,Miles Battle,MIA,CB,-,-,-,-,,,,
T285,Dalys Beanum,NO,CB,-,-,-,-,,,,
T285,Christian Benford,BUF,CB,-,-,-,-,,,,
T285,Jakorian Bennett,PHI,CB,-,-,-,-,,,,
T285,Jarrick Bernard-Converse,NYG,CB,-,-,-,-,,,,
T285,Caleb Biggers,FA,CB,-,-,-,-,,,,
T285,Beanie Bishop,FA,CB,-,-,-,-,,,Reserve-Sus,Suspension
T285,Korie Black,NYG,CB,-,-,-,-,,,,
T285,Mekhi Blackmon,IND,CB,-,-,-,-,,,,
T285,Josh Blackwell,CHI,CB,-,-,-,-,,,,
T285,DaRon Bland,DAL,CB,-,-,-,-,,,,
T285,Isaiah Bolden,FA,CB,-,-,-,-,,,,
T285,Ethan Bonner,MIA,CB,-,-,-,-,,,,
T285,Andrew Booth,FA,CB,-,-,-,-,,,,
T285,Dicaprio Bootle,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Cedric Boswell,FA,CB,-,-,-,-,,,,
T285,Kris Boyd,FA,CB,-,-,-,-,,,Ques,Abdomen
T285,Ekow Boye-Doe,FA,CB,-,-,-,-,,,,
T285,Devan Boykin,PIT,CB,-,-,-,-,,,,
T285,Lance Boykin,FA,CB,-,-,-,-,,,,
T285,Christian Braswell,JAX,CB,-,-,-,-,,,,
T285,JuJu Brents,MIA,CB,-,-,-,-,,,,
T285,Trikweze Bridges,DAL,CB,-,-,-,-,,,,
T285,Tyrone Broden,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Natrone Brooks,ATL,CB,-,-,-,-,,,,
T285,Ike Brown,FA,CB,-,-,-,-,,,,
T285,Montaric Brown,JAX,CB,-,-,-,-,0.90,,,
T285,Tony Brown,FA,CB,-,-,-,-,,,,
T285,Tre Brown,NYJ,CB,-,-,-,-,,,,
T285,Jarvis Brownlee,NYJ,CB,-,-,-,-,,,Ques,Hip
T285,Cobee Bryant,ATL,CB,-,-,-,-,,,,
T285,Myles Bryant,CLE,CB,-,-,-,-,,,,
T285,Denzel Burke,ARI,CB,-,-,-,-,,,,
T285,Artie Burns,FA,CB,-,-,-,-,,,Ques,Knee - ACL
T285,Josh Butler,DAL,CB,-,-,-,-,,,,
T285,Keydrain Calligan,TEN,CB,-,-,-,-,,,,
T285,James Campbell,FA,CB,-,-,-,-,,,,
T285,Tyson Campbell,CLE,CB,-,-,-,-,1.73,,,
T285,Channing Canada,NE,CB,-,-,-,-,,,,
T285,Jadon Canady,KC,CB,-,-,-,-,,,,
T285,Brandon Carr,FA,CB,-,-,-,-,,,,
T285,Caelen Carson,DAL,CB,-,-,-,-,,,,
T285,Ajani Carter,FA,CB,-,-,-,-,,,,
T285,Michael Carter,PHI,CB,-,-,-,-,,,,
T285,T.J. Carter,FA,CB,-,-,-,-,,,,
T285,Tariq Castro-Fields,PHI,CB,-,-,-,-,,,,
T285,Tyreek Chappell,MIN,CB,-,-,-,-,,,,
T285,Brandon Cisse,GB,CB,-,-,-,-,,,,
T285,Jordan Clark,NYJ,CB,-,-,-,-,,,,
T285,Kei'Trel Clark,ARI,CB,-,-,-,-,,,,
T285,Brandon Codrington,HOU,CB,-,-,-,-,,,,
T285,Ryan Cooper,FA,CB,-,-,-,-,,,,
T285,Bryce Cosby,FA,CB,-,-,-,-,,,,
T285,Te'Cory Couch,BUF,CB,-,-,-,-,,,,
T285,Brandon Crossley,NE,CB,-,-,-,-,,,,
T285,Elijah Culp,ARI,CB,-,-,-,-,,,,
T285,Michael Dansby,SEA,CB,-,-,-,-,,,,
T285,Ronald Darby,FA,CB,-,-,-,-,,,,
T285,Carlton Davis,NE,CB,-,-,-,-,,,Ques,Undisclosed
T285,Cortez Davis,FA,CB,-,-,-,-,,,,
T285,Fred Davis,WAS,CB,-,-,-,-,,,,
T285,Jaden Davis,ARI,CB,-,-,-,-,,,IR,Undisclosed
T285,Jalen Davis,CIN,CB,-,-,-,-,,,,
T285,Michael Davis,FA,CB,-,-,-,-,,,Ques,Shoulder
T285,Tacario Davis,CIN,CB,-,-,-,-,,,,
T285,Jamel Dean,PIT,CB,-,-,-,-,,,,
T285,Mansoor Delane,KC,CB,-,-,31.80,-,,,Ques,Shoulder
T285,Charles Demmings,MIN,CB,-,-,-,-,,,,
T285,M.J. Devonshire,GB,CB,-,-,-,-,,,,
T285,Marcellas Dial,NE,CB,-,-,-,-,,,,
T285,Trevon Diggs,FA,CB,-,-,-,-,,,,
T285,Thaddeus Dixon,NYG,CB,-,-,-,-,,,IR,Achilles
T285,Khalil Dorsey,DET,CB,-,-,-,-,,,,
T285,Rasul Douglas,WAS,CB,-,-,-,-,,,,
T285,Storm Duck,MIA,CB,-,-,-,-,,,PUP-P,Knee
T285,Cobie Durant,DAL,CB,-,-,-,-,,,,
T285,Brandin Echols,PIT,CB,-,-,-,-,,,,
T285,Johnathan Edwards,IND,CB,-,-,-,-,,,,
T285,Wyett Ekeler,FA,CB,-,-,-,-,,,,
T285,Kaiir Elam,KC,CB,-,-,-,-,,,,
T285,Martin Emerson,NO,CB,-,-,-,-,,,,
T285,Akayleb Evans,CAR,CB,-,-,-,-,,,,
T285,Darren Evans,FA,CB,-,-,-,-,,,,
T285,Daylen Everette,PIT,CB,-,-,-,-,,,,
T285,KC Eziomume,CHI,CB,-,-,-,-,,,,
T285,Caleb Farley,FA,CB,-,-,-,-,,,,
T285,Junior Faulk,FA,CB,-,-,-,-,,,,
T285,Cor'Dale Flott,TEN,CB,-,-,-,-,,,,
T285,Dallis Flowers,CHI,CB,-,-,-,-,,,,
T285,Tre Flowers,FA,CB,-,-,-,-,,,,
T285,Emmanuel Forbes,LAR,CB,-,-,-,-,,,,
T285,Mike Ford,ATL,CB,-,-,-,-,,,,
T285,Tyrell Ford,FA,CB,-,-,-,-,,,,
T285,Zah Frazier,FA,CB,-,-,-,-,,,,
T285,Andre Fuller,SEA,CB,-,-,-,-,,,,
T285,Kendall Fuller,FA,CB,-,-,-,-,,,,
T285,Travon Fuller,FA,CB,-,-,-,-,,,,
T285,Kristian Fulton,KC,CB,-,-,-,-,,,,
T285,Tyrek Funderburk,CAR,CB,-,-,-,-,,,,
T285,Don Gardner,FA,CB,-,-,-,-,,,,
T285,Sauce Gardner,IND,CB,-,-,-,-,,,Ques,Calf
T285,Mekhi Garner,FA,CB,-,-,-,-,,,,
T285,Eric Garror,FA,CB,-,-,-,-,,,,
T285,Allan George,FA,CB,-,-,-,-,,,,
T285,Kenneth George,FA,CB,-,-,-,-,,,,
T285,Zyon Gilbert,FA,CB,-,-,-,-,,,,
T285,Steven Gilmore,FA,CB,-,-,-,-,,,,
T285,Christian Gonzalez,NE,CB,-,-,-,-,,,,
T285,Mario Goodrich,TEN,CB,-,-,-,-,,,,
T285,Kyler Gordon,CHI,CB,-,-,-,-,,,PUP-P,Calf
T285,Thomas Graham,FA,CB,-,-,-,-,,,,
T285,Nick Grant,FA,CB,-,-,-,-,,,,
T285,A.J. Green,MIA,CB,-,-,-,-,,,,
T285,Art Green,NYG,CB,-,-,-,-,,,,
T285,Renardo Green,SF,CB,-,-,-,-,,,,
T285,Shaquill Griffin,FA,CB,-,-,-,-,,,,
T285,Jaylon Guilbeau,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Kamal Hadden,GB,CB,-,-,-,-,,,,
T285,Devin Hafford,FA,CB,-,-,-,-,,,,
T285,Maxwell Hairston,BUF,CB,-,-,-,-,,,,
T285,Bryce Hall,FA,CB,-,-,-,-,,,,
T285,Darren Hall,ATL,CB,-,-,-,-,,,,
T285,Kemon Hall,TB,CB,-,-,-,-,,,,
T285,Stephen Hall,HOU,CB,-,-,-,-,,,,
T285,TJ Hall,NO,CB,-,-,-,-,,,,
T285,Tyler Hall,FA,CB,-,-,-,-,,,,
T285,Al'zillion Hamilton,LAR,CB,-,-,-,-,,,PUP-P,Undisclosed
T285,Antonio Hamilton,WAS,CB,-,-,-,-,,,,
T285,Elijah Hamilton,FA,CB,-,-,-,-,,,,
T285,Matt Hankins,FA,CB,-,-,-,-,,,,
T285,Justin Hardee,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Myles Harden,CLE,CB,-,-,-,-,,,,
T285,Daequan Hardy,PIT,CB,-,-,-,-,,,IR,Undisclosed
T285,Marcus Harris,TEN,CB,-,-,-,-,,,,
T285,Cam Hart,LAC,CB,-,-,-,-,,,,
T285,Ahmari Harvey,PIT,CB,-,-,-,-,,,,
T285,Tre Hawkins,WAS,CB,-,-,-,-,,,IR,Undisclosed
T285,Josh Hayes,TB,CB,-,-,-,-,,,,
T285,Amari Henderson,FA,CB,-,-,-,-,,,,
T285,C.J. Henderson,ATL,CB,-,-,-,-,,,,
T285,Tre Herndon,FA,CB,-,-,-,-,,,,
T285,Tyron Herring,CLE,CB,-,-,-,-,,,,
T285,Faion Hicks,FA,CB,-,-,-,-,,,,
T285,Dax Hill,CIN,CB,-,-,-,-,,,,
T285,Nijuel Hill,FA,CB,-,-,-,-,,,,
T285,Troy Hill,FA,CB,-,-,-,-,,,,
T285,Mike Hilton,FA,CB,-,-,-,-,,,Ques,Shoulder
T285,Nate Hobbs,SF,CB,-,-,-,-,,,,
T285,Preston Hodge,JAX,CB,-,-,-,-,,,,
T285,Ka'dar Hollman,FA,CB,-,-,-,-,,,,
T285,Darnay Holmes,ATL,CB,-,-,-,-,,,,
T285,Colton Hood,NYG,CB,-,-,-,-,,,,
T285,Delonte Hood,FA,CB,-,-,-,-,,,,
T285,Jaycee Horn,CAR,CB,-,-,-,-,,,,
T285,Xavien Howard,FA,CB,-,-,-,-,,,,
T285,Mike Hughes,ATL,CB,-,-,-,-,,,,
T285,Marlon Humphrey,BAL,CB,-,-,-,-,2.89,,,
T285,Alijah Huzzie,HOU,CB,-,-,-,-,,,,
T285,Noah Igbinoghene,SEA,CB,-,-,-,-,,,,
T285,Davison Igbinosun,BUF,CB,-,-,-,-,,,,
T285,Ja'Marcus Ingram,HOU,CB,-,-,-,-,,,,
T285,Keenan Isaac,FA,CB,-,-,-,-,,,,
T285,DJ Ivey,CIN,CB,-,-,-,-,,,,
T285,Adoree' Jackson,FA,CB,-,-,-,-,,,,
T285,Dane Jackson,JAX,CB,-,-,-,-,,,Reserve-Ret,Personal
T285,Domani Jackson,GB,CB,-,-,-,-,,,,
T285,Donte Jackson,LAC,CB,-,-,-,-,,,,
T285,Lamar Jackson,FA,CB,-,-,-,-,,,,
T285,Mike Jackson,CAR,CB,-,-,-,-,2.12,,,
T285,DJ James,FA,CB,-,-,-,-,,,,
T285,D'Shawn Jamison,PIT,CB,-,-,-,-,,,,
T285,Shemar Jean-Charles,SEA,CB,-,-,-,-,,,,
T285,Josh Jobe,SEA,CB,-,-,-,-,,,,
T285,Alex Johnson,LAR,CB,-,-,-,-,,,,
T285,Brandon Johnson,SEA,CB,-,-,-,-,,,,
T285,Chris Johnson,MIA,CB,-,-,-,-,,,,
T285,Isaiah Johnson,FA,CB,-,-,-,-,,,Ques,Knee - ACL
T285,Jaylon Johnson,CHI,CB,-,-,-,-,,,,
T285,Leonard Johnson,FA,CB,-,-,-,-,,,,
T285,Nazeeh Johnson,TEN,CB,-,-,-,-,,,,
T285,Taron Johnson,LV,CB,-,-,-,-,,,,
T285,Will Johnson,ARI,CB,-,-,-,-,,,,
T285,Shaun Jolly,FA,CB,-,-,-,-,,,,
T285,Chris Jones,FA,CB,-,-,-,-,,,,
T285,DaShawn Jones,FA,CB,-,-,-,-,,,,
T285,Devin Jones,FA,CB,-,-,-,-,,,,
T285,Dom Jones,FA,CB,-,-,-,-,,,Ques,Knee
T285,Elijah Jones,FA,CB,-,-,-,-,,,,
T285,Elijah Jones,ARI,CB,-,-,-,-,,,,
T285,Jack Jones,SF,CB,-,-,-,-,,,,
T285,Jarrian Jones,JAX,CB,-,-,-,-,,,,
T285,Jaylon Jones,CHI,CB,-,-,-,-,,,,
T285,Jaylon Jones,IND,CB,-,-,-,-,,,,
T285,Jonathan Jones,PHI,CB,-,-,-,-,,,,
T285,Marcus Jones,NE,CB,-,-,-,-,,,,
T285,Marlon Jones,GB,CB,-,-,-,-,,,,
T285,Nic Jones,NYG,CB,-,-,-,-,,,,
T285,Kelvin Joseph,FA,CB,-,-,-,-,,,,
T285,Kyu Blu Kelly,FA,CB,-,-,-,-,,,Ques,Knee
T285,Anthony Kendall,CLE,CB,-,-,-,-,,,Ques,Undisclosed
T285,Derion Kendrick,DAL,CB,-,-,-,-,,,,
T285,Donte Kent,PIT,CB,-,-,-,-,,,PUP-P,Undisclosed
T285,Jalen Kimber,CIN,CB,-,-,-,-,,,,
T285,Desmond King,FA,CB,-,-,-,-,,,,
T285,Kalen King,ARI,CB,-,-,-,-,,,,
T285,Kevin King,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Luther Kirk,FA,CB,-,-,-,-,,,,
T285,Kader Kohou,KC,CB,-,-,-,-,,,,
T285,Bilhal Kone,BAL,CB,-,-,-,-,,,,
T285,Chris Lammons,FA,CB,-,-,-,-,,,Ques,Foot
T285,Cam Lampkin,LAR,CB,-,-,-,-,,,,
T285,Kamari Lassiter,HOU,CB,-,-,-,-,,,,
T285,Marshon Lattimore,FA,CB,-,-,-,-,,,Ques,Knee - ACL
T285,Des Lawrence,FA,CB,-,-,-,-,,,,
T285,Will Lee,CAR,CB,-,-,-,-,,,,
T285,Deommodore Lenoir,SF,CB,-,-,-,-,,,,
T285,Deane Leonard,LAC,CB,-,-,-,-,,,,
T285,Cam Lewis,CHI,CB,-,-,-,-,,,,
T285,Jourdan Lewis,JAX,CB,-,-,-,-,,,,
T285,David Long,FA,CB,-,-,-,-,,,,
T285,Robert Longerbeam,BAL,CB,-,-,-,-,,,,
T285,Keni-H Lovely,JAX,CB,-,-,-,-,,,,
T285,Duron Lowe,FA,CB,-,-,-,-,,,,
T285,Chase Lucas,TB,CB,-,-,-,-,,,PUP-P,Undisclosed
T285,Jeadyn Lukus,FA,CB,-,-,-,-,,,,
T285,Darrell Luter,SF,CB,-,-,-,-,,,,
T285,Bralyn Lux,CIN,CB,-,-,-,-,,,,
T285,Avonte Maddox,DET,CB,-,-,-,-,,,,
T285,Jason Maitre,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Dontae Manning,CHI,CB,-,-,-,-,,,,
T285,Paul Manning,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Devon Marshall,JAX,CB,-,-,-,-,,,,
T285,Jason Marshall,MIA,CB,-,-,-,-,,,,
T285,Keyon Martin,BAL,CB,-,-,-,-,,,,
T285,Hezekiah Masses,LV,CB,-,-,-,-,,,,
T285,Damarri Mathis,CLE,CB,-,-,-,-,,,,
T285,Arthur Maulet,FA,CB,-,-,-,-,,,,
T285,Mac McCain,FA,CB,-,-,-,-,,,,
T285,Jeremiah McClendon,FA,CB,-,-,-,-,,,,
T285,Nick McCloud,FA,CB,-,-,-,-,,,Ques,Groin
T285,Zyon McCollum,TB,CB,-,-,-,-,,,,
T285,Jermod McCoy,LV,CB,-,-,-,-,,,Ques,Knee
T285,Roger McCreary,DET,CB,-,-,-,-,,,,
T285,Deshawn McCuin,FA,CB,-,-,-,-,,,,
T285,Latrell McCutchin,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Matthew McDoom,BAL,CB,-,-,-,-,,,,
T285,Trent McDuffie,LAR,CB,-,-,-,-,,,,
T285,Dwight McGlothern,MIN,CB,-,-,-,-,,,Ques,Hip
T285,Kool-Aid McKinstry,NO,CB,-,-,-,-,,,,
T285,Kyler McMichael,FA,CB,-,-,-,-,,,,
T285,Ja'Quan McMillian,DEN,CB,-,-,-,-,,,,
T285,Jalen McMurray,TEN,CB,-,-,-,-,,,,
T285,Mac McWilliams,PHI,CB,-,-,-,-,,,,
T285,Max Melton,ARI,CB,-,-,-,-,,,,
T285,Cam Miller,CAR,CB,-,-,-,-,,,,
T285,D.J. Miller,BUF,CB,-,-,-,-,,,,
T285,Kobee Minor,NE,CB,-,-,-,-,,,,
T285,Cameron Mitchell,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Quinyon Mitchell,PHI,CB,-,-,-,-,,,,
T285,Devin Moore,DAL,CB,-,-,-,-,,,,
T285,Kenny Moore,FA,CB,-,-,-,-,,,,
T285,T.J. Moore,FA,CB,-,-,-,-,,,,
T285,Fabian Moreau,WAS,CB,-,-,-,-,,,,
T285,Benjamin Morrison,TB,CB,-,-,-,-,,,,
